# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.85,1.08,-44.300587713997885,0,3.0,2.168615838302885,0.0,0.0,0.0
 0.08520152016447625,1.8577930633511635,1.0723949119470728,-44.300587713997885,0.2556045604934288,3.0,2.168615838302885,0.0,38.146697656778464,0.0
 0.12092464754427987,1.8658791802311334,1.0648708630453725,-42.93786837448593,0.3627739426328396,2.9999999999999987,2.0619128796380997,0.0,47.427418080223596,0.0
 0.1486383115539845,1.8742558556702562,1.057427561389898,-41.62348084496283,0.4459149346619535,3.000000000000001,1.9594329452375916,0.0,53.64942460410926,0.0
 0.1722605831114008,1.8829205946988758,1.0500647150756477,-40.35615956806542,0.5167817493342023,2.999999999999995,1.8613107459641092,0.0,58.05309073255911,0.0
 0.19330361409864472,1.8918709023473386,1.0427820321976202,-39.134546580874904,0.579910842295934,3.0,1.7676112290588846,0.0,61.20301301877876,0.0
 0.21254008455803167,1.9011042836459888,1.0355792208508146,-37.957216628913685,0.6376202536740949,3.0000000000000013,1.678341238108329,0.0,63.42652303069041,0.0
 0.23042720088886046,1.9106182436251717,1.0284559891302283,-36.82269903300374,0.6912816026665813,3.000000000000003,1.593460109414468,0.0,64.93869334438905,0.0
 0.24726157937439633,1.9204102873152329,1.0214120451308604,-35.729496490888145,0.7417847381231889,2.999999999999997,1.512889119076898,0.0,65.89201166324605,0.0
 0.2632482737013892,1.930477919746517,1.0144470969477097,-34.67610104183718,0.7897448211041674,2.9999999999999947,1.4365197653593014,0.0,66.40012334953023,0.0
 0.2785357994199619,1.9408186459493695,1.0075608526757749,-33.661007448414836,0.8356073982598856,3.0,1.3642209210119443,0.0,66.55066566478496,0.0
 0.29323562516412743,1.9514299709541354,1.0007530204100539,-32.682724259984276,0.8797068754923821,3.0,1.29584492391064,0.0,66.41285941494284,0.0
 0.3074338007472736,1.9623093997911605,0.9940233082455455,-31.739782821032115,0.9223014022418207,3.0,1.2312326948149002,0.0,66.0423236794143,0.0
 0.3211982822589024,1.973454437490789,0.9873714242772487,-30.83074447776181,0.963594846776707,3.0,1.170217981156054,0.0,65.48430431605463,0.0
 0.33458375326424844,1.9848625890833664,0.9807970766001616,-29.954206221034003,1.0037512597927452,3.0,1.1126308290963494,0.0,64.7759391112612,0.0
 0.3476349146587134,1.996531359599238,0.9742999733092829,-29.108804985214903,1.0429047439761399,2.9999999999999916,1.058300383526368,0.0,63.94790704718165,0.0
 0.3603887985742952,2.008458254068749,0.9678798224996112,-28.29322080209073,1.0811663957228852,2.9999999999999956,1.0070571104271377,0.0,63.02566615877368,0.0
 0.3728764383221147,2.020640777522244,0.9615363322661448,-27.506178988233625,1.1186293149663438,3.0,0.9587345283316522,0.0,62.030405947539236,0.0
 0.38512410062350305,2.033076434990069,0.9552692107038825,-26.746451523770133,1.1553723018705087,2.9999999999999862,0.9131705269233266,0.0,60.979795126032144,0.0
 0.39715421258341954,2.0457627315025686,0.9490781659078229,-26.0128577611112,1.1914626377502582,3.0000000000000044,0.8702083421318324,0.0,59.888578385006376,0.0
 0.4089860709473156,2.0586971720900884,0.9429629059729644,-25.30426458404472,1.2269582128419463,2.999999999999995,0.8296972479390881,0.0,58.76905902516055,0.0
 0.42063639297511357,2.071877261782973,0.9369231389943057,-24.61958612113093,1.2619091789253403,3.000000000000005,0.7914930173379858,0.0,57.631493497277866,0.0
 0.43211975005329595,2.085300505611568,0.930958573066845,-23.957783102352742,1.2963592501598873,2.9999999999999902,0.7554581967940088,0.0,56.484416732998696,0.0
 0.4434489131148782,2.0989644086062182,0.9250689162855814,-23.31786193474623,1.330346739344634,2.9999999999999902,0.721462231995074,0.0,55.334912295541955,0.0
 0.45463513078647555,2.1128664757972686,0.9192538767455133,-22.698873560969552,1.363905392359426,3.0,0.6893814766192631,0.0,54.18883798414684,0.0
 0.4656883555597571,2.1270042122150654,0.9135131625416388,-22.09991215452784,1.3970650666792706,3.0,0.6590991103004807,0.0,53.05101510394743,0.0
 0.4766174293373729,2.1413751228899525,0.9078464817689571,-21.52011369647939,1.429852288012118,3.000000000000005,0.6305049876928744,0.0,51.9253878484985,0.0
 0.4874302368870116,2.155976712852276,0.9022535425224664,-20.958654470733226,1.462290710661034,2.9999999999999947,0.6034954364325158,0.0,50.81515791889311,0.0
 0.4981338336978219,2.1708064871323804,0.8967340528971653,-20.41474950849174,1.494401501093465,3.0000000000000053,0.5779730183533097,0.0,49.72289850917492,0.0
 0.5087345532366875,2.185861950760611,0.8912877209880523,-19.8876510067365,1.5262036597100617,2.9999999999999845,0.5538462660514529,0.0,48.65065100966821,0.0
 0.5192380974895857,2.2011406087673135,0.8859142548901261,-19.37664674092414,1.5577142924687564,3.0,0.5310294035886297,0.0,47.60000718225325,0.0
 0.5296496138372956,2.2166399661828327,0.8806133626983852,-18.881058487995006,1.588948841511886,3.0,0.509442059312089,0.0,46.572179077998854,0.0
 0.5399737606796624,2.2323575280375128,0.8753847525078281,-18.40024047242474,1.6199212820389866,3.0000000000000107,0.48900897613579203,0.0,45.56805858428539,0.0
 0.5502147637354758,2.2482907993617007,0.8702281324134534,-17.933577845215588,1.650644291206427,3.0000000000000107,0.46965972404861767,0.0,44.58826817556859,0.0
