# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,3.0,3.0,0.0,0,3.0,0,0.0,0.0,0.0
 0.08908470875146436,3.011904128,3.0,0.0,0.2672541262543931,3.0,0,0.0,0.0,0.0
 0.125477817428686,3.023617024,3.0,0.0,0.376433452286058,3.0000000000000004,0,0.0,0.0,0.0
 0.15305653857316912,3.035139456,3.0,0.0,0.4591696157195074,3.0,0,0.0,0.0,0.0
 0.17601551446771194,3.046472192,3.0,0.0,0.5280465434031358,3.0,0,0.0,0.0,0.0
 0.19598639408557647,3.0576160000000003,3.0,0.0,0.5879591822567295,3.0000000000000027,0,0.0,0.0,0.0
 0.21380933562405588,3.0685716480000003,3.0,0.0,0.6414280068721677,3.0,0,0.0,0.0,0.0
 0.22998536765049465,3.079339904,3.0,0.0,0.689956102951484,2.9999999999999982,0,0.0,0.0,0.0
 0.24484217501620684,3.0899215360000003,3.0,0.0,0.7345265250486206,3.0000000000000018,0,0.0,0.0,0.0
 0.25860821332664596,3.100317312,3.0,0.0,0.7758246399799379,2.999999999999994,0,0.0,0.0,0.0
 0.2714504251853979,3.110528,3.0,0.0,0.8143512755561937,2.9999999999999956,0,0.0,0.0,0.0
 0.2834952886145848,3.120554368,3.0,0.0,0.8504858658437543,3.0,0,0.0,0.0,0.0
 0.2948414082180453,3.130397184,3.0,0.0,0.8845242246541357,2.999999999999995,0,0.0,0.0,0.0
 0.30556746772739646,3.140057216,3.0,0.0,0.9167024031821893,3.0000000000000053,0,0.0,0.0,0.0
 0.3157374774502808,3.149535232,3.0,0.0,0.9472124323508423,2.9999999999999947,0,0.0,0.0,0.0
 0.3254043638306037,3.158832,3.0,0.0,0.976213091491811,2.9999999999999942,0,0.0,0.0,0.0
 0.3346125002646094,3.167948288,3.0,0.0,1.003837500793828,2.999999999999994,0,0.0,0.0,0.0
 0.3433995379534848,3.1768848640000003,3.0,0.0,1.0301986138604542,2.999999999999994,0,0.0,0.0,0.0
 0.35179776008382985,3.185642496,3.0,0.0,1.0553932802514894,3.0000000000000133,0,0.0,0.0,0.0
 0.35983510297542304,3.194221952,3.0,0.0,1.079505308926269,3.0,0,0.0,0.0,0.0
 0.3675359392857612,3.202624,3.0,0.0,1.1026078178572836,3.000000000000007,0,0.0,0.0,0.0
 0.3749216878229373,3.210849408,3.0,0.0,1.1247650634688118,3.0000000000000075,0,0.0,0.0,0.0
 0.38201129477193924,3.218898944,3.0,0.0,1.1460338843158178,3.0000000000000155,0,0.0,0.0,0.0
 0.38882161805468934,3.226773376,3.0,0.0,1.166464854164068,3.0,0,0.0,0.0,0.0
 0.3953677376822746,3.234473472,3.0,0.0,1.1861032130468239,2.9999999999999916,0,0.0,0.0,0.0
 0.4016632088371218,3.242,3.0,0.0,1.2049896265113653,2.9999999999999822,0,0.0,0.0,0.0
 0.4077202701199279,3.2493537280000004,3.0,0.0,1.2231608103597835,2.9999999999999907,0,0.0,0.0,0.0
 0.4135500163220889,3.256535424,3.0,0.0,1.2406500489662666,3.0000000000000284,0,0.0,0.0,0.0
 0.4191625428557915,3.263545856,3.0,0.0,1.2574876285673746,3.0000000000000098,0,0.0,0.0,0.0
 0.4245670673364417,3.270385792,3.0,0.0,1.273701202009325,2.99999999999999,0,0.0,0.0,0.0
 0.4297720325940257,3.2770560000000004,3.0,0.0,1.289316097782077,2.9999999999999893,0,0.0,0.0,0.0
 0.43478519447347036,3.283557248,3.0,0.0,1.304355583420411,3.0,0,0.0,0.0,0.0
 0.4396136970871893,3.2898903040000005,3.0,0.0,1.3188410912615678,3.0,0,0.0,0.0,0.0
 0.4442641376478638,3.296055936,3.0,0.0,1.3327924129435915,3.000000000000024,0,0.0,0.0,0.0
 0.44874262259488273,3.302054912,3.0,0.0,1.3462278677846482,2.9999999999999876,0,0.0,0.0,0.0
 0.4530548164037844,3.307888,3.0,0.0,1.3591644492113533,3.0,0,0.0,0.0,0.0
 0.4572059842128055,3.313555968,3.0,0.0,1.3716179526384165,2.9999999999999867,0,0.0,0.0,0.0
 0.4612010291980423,3.319059584,3.0,0.0,1.3836030875941268,2.9999999999999862,0,0.0,0.0,0.0
 0.46504452546682745,3.324399616,3.0,0.0,1.3951335764004822,2.9999999999999853,0,0.0,0.0,0.0
 0.46874074710867625,3.329576832,3.0,0.0,1.4062222413260286,3.0,0,0.0,0.0,0.0
 0.47229369393771664,3.3345920000000002,3.0,0.0,1.4168810818131496,2.999999999999969,0,0.0,0.0,0.0
 0.47570711437466107,3.339445888,3.0,0.0,1.427121343123983,3.000000000000049,0,0.0,0.0,0.0
 0.4789845258460864,3.3441392640000003,3.0,0.0,1.4369535775382594,3.000000000000068,0,0.0,0.0,0.0
 0.4821292330209126,3.348672896,3.0,0.0,1.446387699062738,3.000000000000035,0,0.0,0.0,0.0
 0.4851443441561148,3.353047552,3.0,0.0,1.4554330324683447,3.000000000000018,0,0.0,0.0,0.0
 0.48803278578390635,3.3572640000000002,3.0,0.0,1.4640983573517192,2.9999999999999614,0,0.0,0.0,0.0
 0.4907973159394146,3.3613230080000003,3.0,0.0,1.472391947818244,2.99999999999996,0,0.0,0.0,0.0
 0.4934405361000116,3.365225344,3.0,0.0,1.4803216083000348,2.999999999999979,0,0.0,0.0,0.0
